column1,strokeCount,search_result
榠,14,3.3
榜,14,4.3533333333333335
榕,14,4.0
榴,14,4.86
槞,14,5.0
槨,15,3.74
樂,15,3.5999999999999996
樛,15,2.762
槿,15,4.9
權,21,2.19
槹,15,3.33
槲,15,4.82
槧,15,4.03
樅,15,4.58
榱,14,4.97
樞,15,4.265
槭,15,4.46
樔,15,3.9875000000000003
槫,15,4.85
樊,15,4.695
樒,15,5.0
櫁,18,
樣,15,1.96
樓,15,4.6850000000000005
橄,16,4.9
樌,15,4.76
橲,16,2.64
樶,16,4.87
橸,16,2.76
橇,16,4.855
橢,16,4.0
橙,16,2.93
橦,16,4.66
橈,16,4.82
樸,16,4.52
樢,15,4.08
檐,17,4.62
檍,17,
檠,16,4.345
檄,17,3.64
檢,17,3.4850000000000003
檣,17,4.92
蘗,20,4.71
檻,19,4.6825
櫃,18,4.456666666666666
櫂,18,4.82
檸,18,5.0
檳,18,
檬,17,5.0
櫞,19,2.07
櫑,19,3.44
櫟,19,4.82
檪,17,4.82
櫚,19,2.07
櫪,20,4.1866666666666665
櫻,21,4.62
欅,21,
蘖,20,4.64
櫺,21,4.63
欒,23,2.9699999999999998
欖,26,
鬱,29,1.99
欟,28,
欸,11,2.48
欷,11,4.0
盜,12,2.96
欹,12,3.91
飮,13,4.76
歇,13,2.8
歃,13,3.82
歉,14,2.1666666666666665
歐,15,
歙,16,3.18
歔,16,4.0
歛,17,3.33
歟,17,1.92
歡,21,2.335
歸,18,3.3125
歹,4,2.6125
歿,8,3.07
殀,8,3.16
殄,9,2.225
殃,9,2.38
殍,11,3.16
殘,12,3.0
殕,12,3.03
殞,14,3.5549999999999997
殤,15,3.16
殪,16,3.445
殫,16,1.905
殯,18,2.975
殲,21,4.0
殱,19,4.0
殳,4,4.25
殷,10,2.03
殼,12,4.6899999999999995
毆,15,3.492
毋,4,2.76
毓,14,3.2424999999999997
毟,8,4.126666666666667
毬,11,4.465
毫,11,3.0766666666666667
毳,12,3.783333333333333
毯,12,4.86
麾,15,2.74
氈,17,
氓,8,4.82
气,4,3.05
氛,8,3.66
氤,10,1.67
氣,10,2.6
汞,7,4.52
汕,6,4.65
汢,6,4.57
汪,7,2.8875
沂,7,3.5
沍,7,3.6433333333333335
沚,7,4.79
沁,7,3.855
沛,8,4.3100000000000005
汾,7,3.5
汨,7,2.525
汳,7,1.78
沒,7,2.628
沐,7,4.35
泄,8,4.28
泱,8,2.82
泓,8,3.38
沽,8,3.63
泗,8,3.135
泅,8,4.43
泝,8,3.15
沮,8,2.625
沱,8,2.43
沾,8,4.0024999999999995
泛,7,2.44
泯,8,3.19
泙,8,3.11
泪,8,4.27
洟,9,4.195
衍,9,3.59
洶,9,3.08
洫,9,4.5
洽,9,2.71
洸,9,3.31
洙,9,3.5
洵,9,2.17
洳,9,4.46
洒,9,4.085
洌,9,1.87
浣,10,4.35
涓,10,3.04
浤,10,3.54
浚,10,3.4266666666666667
浹,10,3.22
浙,10,3.5
涎,10,4.609999999999999
涕,10,1.88
濤,17,
涅,10,3.76
涵,11,2.79
淇,11,3.5
淦,11,
涸,11,2.815
淆,11,
淬,11,2.495
淞,11,3.5
淌,11,3.72
淨,11,2.42
淒,11,2.41
淅,11,4.35
淺,11,2.46
淙,11,3.7
淤,11,3.875
淕,11,4.1066666666666665
淪,11,4.295
淮,11,3.5
渭,12,3.5
湮,12,4.74
渮,11,3.5
渙,12,3.55
湲,12,2.43
湟,12,4.16
渾,12,2.27
渣,12,3.6
湫,12,4.85
渫,12,3.485
湶,12,3.425
湍,12,
渟,12,3.68
湃,12,3.7
渺,12,2.5549999999999997
湎,12,2.89
渤,12,3.48
滿,14,2.993333333333333
渝,12,2.37
游,12,4.25
溂,12,1.83
溪,13,4.72
溘,13,2.15
滉,13,3.38
溷,13,2.38
滓,13,4.015
溽,13,3.48
溯,13,2.985
滄,13,4.86
溲,13,4.93
滔,13,3.59
滕,15,3.53
溏,13,4.86
溥,13,2.71
滂,13,2.265
溟,13,4.575
潁,15,3.5
漑,15,4.14
灌,20,4.14
滬,14,2.69
滸,14,2.37
滾,14,3.96
漿,15,1.46
滲,14,
漱,14,4.205
滯,14,3.336666666666667
漲,14,3.72
滌,14,4.225
淹,11,3.462
渕,11,4.24
渊,11,4.24
漓,14,3.94
滷,14,4.24
澆,15,3.2175000000000002
潺,15,3.7
潸,15,2.43
澁,15,3.085
澀,17,3.085
潯,15,4.79
潛,17,3.05
濳,19,3.37
潭,15,3.38
澂,15,3.55
潼,15,3.46
潘,15,5.0
澎,15,2.67
澑,15,4.1125
濂,16,3.5
潦,15,3.63
澳,16,3.88
澣,16,4.35
澡,16,4.35
澤,16,4.96
澹,16,2.8033333333333332
濆,15,3.38
澪,16,4.295
濟,17,2.6220000000000003
濕,17,3.442
濬,17,3.21
濔,17,2.0300000000000002
濘,17,3.11
濱,17,4.823333333333333
濮,17,3.5
濛,16,4.29
瀉,18,3.44
瀋,18,4.785
濺,18,4.005
瀑,18,4.9
瀁,18,3.12
瀏,18,3.55
濾,18,4.59
瀛,19,4.91
瀚,19,3.06
潴,15,3.18
瀝,19,3.67
瀘,19,3.5
瀟,19,2.4699999999999998
瀰,20,2.2066666666666666
瀾,20,3.37
瀲,20,3.33
灑,22,3.4033333333333333
灣,25,4.323333333333333
炙,8,4.2475000000000005
炒,8,4.0375000000000005
炯,9,3.88
烱,11,3.88
炬,9,4.31
炸,9,4.52
炳,9,3.55
炮,9,4.255000000000001
烟,10,4.96
烋,10,2.24
烝,10,2.21
烙,10,4.11
焉,11,1.55
烽,11,3.86
焜,12,3.85
焙,12,4.54
煥,13,3.85
煕,13,3.85
熈,15,3.85
煦,13,3.56
煢,13,2.3233333333333333
煌,13,3.6399999999999997
煖,13,3.56
煬,13,4.255000000000001
熏,14,4.045
燻,18,3.685
熄,14,
熕,14,4.79
熨,15,4.025
熬,15,3.875
燗,16,3.34
熹,16,3.9250000000000003
熾,16,3.76
燒,16,4.1275
燉,16,3.23
燔,16,4.11
燎,16,4.470000000000001
燠,17,
燬,17,4.28
燧,17,3.86
燵,17,4.9
燼,18,
燿,18,3.85
爍,19,3.9050000000000002
爐,20,4.825
爛,21,2.535
爨,29,4.26
爭,8,2.4725
爬,8,4.215
爰,9,2.29
爲,12,2.74
爻,4,2.005
爼,9,4.3149999999999995
爿,4,
牀,8,4.86
牆,17,4.74
牋,12,4.2975
牘,19,4.7
牴,9,3.86
牾,11,2.5
犂,12,4.46
犁,11,4.46
犇,12,3.28
犒,14,2.7800000000000002
犖,14,3.035
犢,19,4.48
犧,20,2.8
犹,7,2.15
犲,6,2.8775
狃,7,2.29
狆,7,
狄,7,3.52
狎,8,1.94
狒,8,4.92
狢,9,4.37
狠,9,1.9675
狡,9,2.22
狹,10,2.986
狷,10,
倏,10,2.5700000000000003
猗,11,2.15
猊,11,3.195
猜,11,1.76
猖,11,2.45
猝,11,2.07
猴,12,4.9
猯,12,2.41
猩,12,4.81
猥,12,1.87
猾,13,2.45
獎,15,3.5633333333333335
獏,13,
默,16,3.545
獗,15,3.2750000000000004
獪,16,2.45
獨,16,2.535
獰,17,1.68
獸,19,4.62
獵,18,4.035
獻,20,3.3625
獺,19,4.86
珈,9,2.7
玳,9,4.87
珎,9,2.06
玻,9,4.82
珀,9,4.35
珥,10,5.0
珮,10,4.095
珞,10,4.96
璢,16,2.0
琅,11,1.46
瑯,14,2.0
琥,12,
珸,11,4.96
琲,12,4.76
琺,12,4.21
瑕,13,3.465
琿,13,4.96
瑟,13,3.37
瑙,13,4.64
瑁,13,2.04
瑜,13,4.96
瑩,15,3.55
瑰,14,1.86
瑣,14,3.885
瑪,14,4.64
瑶,13,2.16
瑾,15,4.96
璋,15,2.24
璞,16,3.27
璧,18,4.720000000000001
瓊,18,3.2
瓏,20,2.85
瓔,21,
珱,10,1.46
瓣,20,4.7
瓧,7,3.39
瓩,8,4.14
瓮,9,4.9366666666666665
瓲,9,3.08
瓰,9,
瓱,9,3.61
瓸,11,3.2
瓷,11,3.46
甄,14,3.1666666666666665
甃,14,4.8
甅,14,
甌,16,4.09
甎,16,4.8
甍,15,4.6850000000000005
甕,18,4.85
甓,18,4.8
甞,13,3.3714285714285714
甦,12,1.85
甬,7,4.75
甼,7,4.5600000000000005
畄,8,3.7333333333333334
畍,9,4.4
畊,9,3.8
畉,9,3.5700000000000003
畛,10,3.04
畆,9,
畚,10,4.605
畩,11,
畤,11,4.33
畧,11,3.0
畫,12,4.141666666666667
畭,12,2.81
畸,13,2.5966666666666667
當,13,2.785
疆,19,3.04
疇,19,2.783333333333333
畴,12,3.84
疊,22,3.535
疉,22,3.02
疂,16,4.15
疔,7,
疚,8,2.51
疝,8,4.05
疥,9,3.69
疣,9,4.89
痂,10,4.24
疳,10,
痃,10,
疵,11,4.0025
疽,10,
疸,10,4.3
疼,10,3.31
疱,10,4.48
痍,11,4.0
痊,11,3.03
痒,11,3.21
痙,12,2.18
痣,12,4.38
痞,12,3.36
痾,13,2.17
痿,13,2.62
痼,13,2.17
瘁,13,3.1
痰,13,4.48
痺,13,2.15
痲,13,4.105
痳,13,3.92
瘋,14,3.12
瘍,14,4.296666666666667
瘉,14,2.51
瘟,15,2.71
瘧,14,2.61
瘠,15,2.0566666666666666
瘡,15,4.123333333333333
瘢,15,4.74
瘤,15,4.345
瘴,16,
瘰,16,3.6
瘻,16,
癇,17,2.81
癈,17,2.12
癆,17,3.533333333333333
癜,18,
癘,17,3.405
癡,19,1.84
癢,20,3.21
癨,21,3.5199999999999996
癩,21,4.1
癪,21,
癧,21,3.6
癬,22,4.5
癰,23,4.2
癶,5,3.81
癸,9,
發,12,2.926
皀,7,4.075
皃,7,2.57
皈,9,3.3125
皋,10,1.43
皎,11,3.64
皖,12,3.46
皓,12,3.7199999999999998
皙,13,3.55
皚,15,3.89
皰,10,4.77
皴,12,3.8
皸,14,4.79
皹,14,4.79
皺,15,
盂,8,4.87
盍,10,3.1525000000000003
盖,11,4.443333333333333
盒,11,3.41
盞,13,2.74
盡,14,3.1799999999999997
盥,16,4.6899999999999995
盧,16,4.65
盪,17,2.9050000000000002
蘯,20,1.55
盻,9,3.25
眈,9,4.61
眇,9,3.1149999999999998
眄,9,3.53
眩,10,3.165
眤,10,3.455
眞,10,1.8399999999999999
眥,11,4.25
眦,11,4.61
眛,10,4.29
眷,11,2.375
眸,11,4.55
睇,12,3.53
睚,13,3.1799999999999997
睨,13,2.7975
睫,13,
睛,13,4.55
睥,13,3.83
睿,14,2.38
睾,14,
睹,14,3.085
瞎,15,4.0
瞋,15,1.85
瞑,15,3.976666666666667
瞠,16,4.1
瞞,16,1.86
瞰,17,3.085
瞶,17,3.21
瞹,18,2.715
瞿,18,2.79
瞼,18,
瞽,18,4.03
瞻,18,2.96
矇,18,4.03
矍,20,3.24
矗,24,
矚,26,2.96
矜,9,1.85
矣,7,3.57
矮,13,3.4749999999999996
矼,8,3.163333333333333
砌,9,2.795
砒,9,4.29
礦,20,4.15
砠,10,3.57
礪,19,4.455
硅,11,4.68
碎,13,3.615
硴,12,4.85
碆,13,4.32
硼,13,3.7
碚,13,4.555
碌,13,1.8
碣,14,4.24
碵,14,2.8125
碪,14,3.09
碯,14,
磑,15,4.6
磆,15,4.72
磋,15,4.23
磔,16,4.0
碾,15,4.2250000000000005
碼,15,4.24
磅,15,3.075
磊,15,2.37
磬,16,
磚,16,4.68
磽,17,3.685
磴,17,4.72
礇,18,4.96
礒,18,4.83
礑,18,3.774
礙,19,3.0125
礬,20,3.96
礫,20,3.22
祀,8,2.67
祠,10,3.22
祗,10,2.19
祟,10,2.21
祚,10,2.56
祕,10,2.075
祓,9,2.77
祺,13,2.145
祿,13,3.2725
禊,14,
禝,15,1.78
禧,17,2.0
齋,17,2.94
禪,17,3.67
禮,18,2.07
禳,22,3.315
禹,9,3.5
禺,9,
秉,8,2.8533333333333335
秕,9,3.43
秧,10,4.86
秬,10,1.46
秡,10,
秣,10,3.0
稈,12,4.1899999999999995
稍,12,1.79
稘,13,4.37
稙,13,
稠,13,2.52
稟,13,3.69
禀,13,3.69
稱,14,3.452
稻,15,4.86
稾,15,3.85
稷,15,3.88
穃,15,
穗,17,4.756666666666667
穉,17,3.2
穡,18,4.0
穢,18,4.23
穩,19,2.83
龝,21,3.27
穰,22,2.21
穹,8,4.45
穽,9,3.72
窈,10,2.76
窗,12,4.36
窕,11,2.76
窘,12,2.07
窖,12,4.68
窩,14,4.73
竈,21,4.675
窰,15,4.726666666666667
窶,16,
竅,18,4.885
竄,18,3.67
窿,16,4.68
邃,18,2.48
竇,20,4.6866666666666665
竊,22,2.785
竍,7,
竏,8,
竕,9,
竓,9,
站,10,3.5300000000000002
竚,10,3.045
竝,10,2.96
竡,11,
竢,12,2.23
竦,12,3.5749999999999997
竭,14,3.05
竰,14,
笂,9,4.4
笏,10,4.725
笊,10,4.86
笆,10,4.5600000000000005
笳,11,4.7
笘,11,4.72
笙,11,1.46
笞,11,3.6125
笵,11,3.715
笨,11,3.25
笶,11,4.97
筐,12,4.86
笄,10,4.756666666666667
筍,12,4.86
笋,10,4.86
筌,12,5.0
筅,12,4.86
筵,13,4.77
筥,13,3.9
筴,13,3.2424999999999997
筧,13,
筰,13,4.86
筱,13,3.51
筬,13,4.2
筮,13,
箝,14,2.8666666666666667
箘,14,3.726666666666667
箟,14,3.726666666666667
箍,14,4.86
箜,14,3.3
箚,14,2.12
箋,14,4.2975
箒,14,4.89
箏,14,1.46
筝,12,
箙,14,3.83
篋,15,4.9
篁,15,4.86
篌,15,3.3
篏,15,3.4025
箴,15,3.54
篆,15,
篝,16,4.49
篩,16,4.326666666666666
簑,16,1.46
簔,17,4.77
篦,16,4.965
篥,16,5.0
籠,22,3.788
簀,17,3.83
簇,17,4.203333333333333
簓,17,4.86
篳,17,4.82
篷,17,3.15
簗,17,5.0
簍,17,4.86
篶,17,3.66
簣,18,
簧,18,5.0
簪,20,2.7
簟,18,2.6799999999999997
簷,19,4.62
簫,19,4.93
簽,19,4.445
籌,20,3.4
籃,21,5.0
籔,21,4.59
籏,20,4.795
籀,19,1.46
籐,21,4.87
籘,22,4.470000000000001
籟,22,3.66
籤,23,4.035
籖,21,4.035
籥,23,
籬,25,4.86
籵,8,
粃,10,3.43
粐,10,
粤,12,1.56
粭,12,4.86
粢,12,4.37
粫,12,
粡,12,3.43
粨,12,
粳,13,1.79
粲,13,3.92
粱,13,3.46
粮,13,4.8
粹,14,2.14
粽,14,4.86
糀,13,4.57
糅,15,3.82
糂,15,
糘,16,4.86
糒,16,3.54
糜,17,1.85
糢,16,4.86
鬻,22,3.77
糯,20,2.62
糲,20,3.43
糴,22,3.64
糶,25,3.93
糺,7,2.6975
紆,9,4.27
紜,10,2.67
紕,10,3.44
紊,10,3.04
絅,11,3.83
絋,11,4.97
紮,11,4.81
紲,11,
紿,11,1.68
紵,11,4.8
絆,11,
絳,13,4.24
絖,12,3.89
絎,12,
絲,12,4.83
絨,12,4.86
絮,12,4.97
絏,12,4.81
絣,12,3.34
經,13,2.355
綉,13,4.63
絛,13,4.38
綏,13,2.6333333333333333
絽,13,4.7
綛,13,3.7399999999999998
綺,14,2.31
綮,14,4.3
綣,14,2.63
綵,14,3.78
緇,14,4.265
綽,14,2.5700000000000003
綫,14,4.665
總,17,2.4866666666666664
綢,14,2.885
綯,14,3.285
緜,15,4.97
綸,14,4.765000000000001
綟,13,3.375
綰,14,3.88
緘,15,4.005
緝,15,3.433333333333333
緤,15,4.89
緞,15,
緻,16,2.61
緲,15,3.225
緡,15,4.93
縅,15,1.43
縊,16,4.34
縣,16,3.74
縡,16,3.5250000000000004
縒,16,3.9
縱,17,2.6950000000000003
縟,16,3.53
縉,16,3.645
縋,15,3.06
縢,16,3.0
繆,17,3.3950000000000005
繦,17,3.9749999999999996
縻,17,4.93
縵,17,3.18
縹,17,4.21
繃,17,4.11
縷,17,4.83
縲,17,4.81
縺,17,4.323333333333333
繧,18,1.46
繝,18,1.46
繖,18,5.0
繞,18,2.89
繙,18,
繚,18,3.2
繹,19,3.97
繪,19,4.5675
繩,19,4.779999999999999
繼,20,3.1175
繻,20,4.57
纃,20,3.34
緕,14,3.34
繽,20,3.085
辮,20,4.38
繿,21,
纈,21,
纉,21,2.185
續,21,2.91
纒,22,3.826
纐,21,
纓,23,4.85
纔,23,1.46
纖,23,3.3333333333333335
纎,21,2.58
纛,25,4.795
纜,28,
缸,9,4.61
缺,10,2.986666666666667
罌,20,5.0
罍,21,4.73
罎,22,4.683333333333334
罐,23,4.5
网,6,4.53
罕,7,1.96
罔,8,4.53
罘,9,4.93
罟,10,4.53
罠,10,4.1
罨,13,4.23
罩,13,5.0
罧,13,
罸,15,2.66
羂,18,4.1
羆,19,4.48
羃,18,2.5549999999999997
羈,24,3.78
羇,22,4.56
羌,8,3.52
羔,10,4.97
羞,11,2.28
羝,11,4.5
羚,11,5.0
羣,13,3.735
羯,15,3.52
羲,16,2.64
羹,19,4.31
羮,15,4.31
羶,19,3.58
羸,19,3.31
譱,20,1.5666666666666667
翅,10,3.03
翆,10,4.395
翊,11,2.8049999999999997
翕,12,2.75
翔,12,4.154999999999999
翡,14,4.71
翦,15,4.13
翩,15,3.19
翳,17,3.68
翹,18,2.2
飜,21,3.316666666666667
耆,10,
耄,10,
耋,12,3.2
耒,6,3.3
耘,10,4.9
耙,10,3.41
耜,11,3.88
耡,13,4.17
耨,16,4.74
耿,10,4.21
耻,10,1.98
聊,11,1.79
聆,11,2.145
聒,12,3.56
聘,13,3.0
聚,14,3.67
聟,14,
聢,14,1.86
聨,15,3.6666666666666665
聳,17,4.4
聲,17,3.746
聰,17,2.645
聶,18,4.34
聹,20,4.215
聽,22,2.0
聿,6,3.09
肄,13,2.0833333333333335
肆,13,3.37
肅,13,2.62
肛,7,4.86
肓,7,3.59
肚,7,4.845
肭,8,2.81
冐,8,2.55125
肬,8,4.725
胛,9,4.93
胥,9,2.56
胙,9,
胝,9,3.9
胄,9,3.04
胚,9,4.61
胖,9,2.736666666666667
脉,9,3.356666666666667
胯,10,4.77
胱,10,4.48
脛,11,4.845000000000001
脩,11,3.54
脣,11,4.96
脯,11,3.54
腋,12,4.24
腆,12,2.1275
脾,12,4.7
腓,12,4.48
腑,12,4.33
胼,10,4.115
腱,13,4.47
腮,13,4.87
腥,13,3.67
腦,13,3.535
腴,13,4.006666666666667
膃,14,4.52
膈,14,3.93
膊,14,4.96
膀,14,4.48
膂,14,4.19
膠,15,4.65
膕,15,3.61
膤,15,4.85
膣,15,4.82
腟,13,4.82
膓,15,4.306666666666667
膩,16,3.8200000000000003
膰,16,
膵,15,4.79
膾,17,3.35
膸,17,4.48
膽,17,2.026666666666667
臀,17,4.39
臂,17,5.0
膺,17,4.48
臉,17,4.295
臍,18,4.71
臑,18,4.845000000000001
臙,20,3.77
臘,19,
臈,16,3.54
臚,20,3.87
臟,22,4.33
臠,25,4.07
臧,15,3.2399999999999998
臺,14,4.165
臻,16,3.2233333333333336
臾,9,1.78
舁,9,4.46
舂,11,4.253333333333334
舅,13,
與,13,2.785
舊,17,2.585
舍,8,4.795
舐,10,3.3714285714285714
舖,15,4.404999999999999
舩,10,4.82
舫,10,
舸,11,3.37
舳,11,4.61
艀,13,4.595000000000001
艙,16,3.68
艘,16,4.17
艝,17,4.855
艚,17,4.93
艟,18,3.78
艤,19,3.87
艢,19,3.7350000000000003
艨,19,3.78
艪,21,4.8
艫,22,2.86
舮,10,4.61
艱,17,2.052
艷,24,3.2416666666666667
艸,6,4.93
艾,5,4.54
芍,6,4.48
芒,6,4.96
芫,7,3.3
芟,7,4.234
芻,10,4.9
芬,7,4.66
苡,8,4.42
苣,8,4.76
苟,8,2.263333333333333
苒,8,1.8699999999999999
苴,8,4.38
苳,8,4.08
苺,8,5.0
莓,10,2.41
范,8,3.4966666666666666
苻,8,
苹,8,4.29
苞,8,4.38
茆,8,4.713333333333334
苜,8,4.5600000000000005
茉,8,4.55
苙,8,3.605
茴,9,
茖,9,4.925
茲,9,3.13
茱,9,4.89
荀,9,2.54
茹,9,3.295
荐,9,3.6550000000000002
荅,9,4.0
茯,9,3.3
茫,9,2.425
茗,9,4.69
茘,9,3.9699999999999998
莅,10,2.15
莚,10,4.77
莪,10,3.3
莟,10,4.48
莢,10,4.502
莖,10,4.0649999999999995
茣,10,4.475
莎,10,
莇,10,2.79
莊,10,4.89
荼,10,1.46
莵,10,
荳,10,4.845000000000001
荵,10,
莠,10,3.3
莉,10,4.55
莨,10,4.88
菴,11,
萓,11,3.92
菫,11,1.43
菎,11,1.46
菽,11,
萃,11,3.2533333333333334
菘,11,3.3
萋,11,1.935
菁,11,4.79
菷,11,4.89
萇,11,3.3
菠,11,4.77
菲,11,2.765
萍,11,3.89
萢,11,3.3600000000000003
萠,11,4.415
莽,9,4.625
萸,12,4.89
蔆,14,5.0
菻,11,2.07
葭,12,4.7
萪,12,3.3
萼,12,5.0
蕚,16,5.0
蒄,12,3.3
葷,12,4.89
葫,12,4.89
蒭,13,3.14
葮,12,4.9
蒂,12,4.63
葩,12,4.785
葆,12,2.83
萬,12,3.39
葯,12,4.08
葹,12,
萵,12,4.97
蓊,13,3.63
葢,12,4.443333333333333
蒹,13,3.3
蒿,13,
蒟,13,
蓙,13,4.475
蓍,13,
蒻,13,1.46
蓚,13,
蓐,13,5.0
蓁,13,3.7
蓆,13,4.445
蓖,13,
蒡,13,
蔡,14,3.3
蓿,14,4.5600000000000005
蓴,14,3.3
蔗,14,4.87
蔘,14,2.93
蔬,15,4.1
蔟,14,2.75
蔕,14,4.63
蔔,14,4.3
蓼,14,2.1950000000000003
蕀,15,
蕣,16,4.9
蕘,15,4.93
蕈,15,4.746666666666667
蘂,19,3.75
蕋,15,3.75
蕕,15,
薀,16,4.529999999999999
薤,16,4.654999999999999
薈,16,1.71
薑,16,4.92
薊,16,4.45
薨,16,3.07
蕭,16,2.5375
薔,16,5.0
薛,16,3.3
藪,18,4.59
薇,16,1.46
薜,16,3.3
蕷,16,4.93
蕾,16,4.48
薐,16,4.77
藉,17,3.496
薺,17,
藏,18,2.4875
薹,17,4.71
藐,17,2.513333333333333
藕,18,4.35
藝,18,3.305
藥,18,3.98
藜,18,2.41
藹,19,2.185
蘊,19,4.56
蘓,19,1.85
蘋,19,4.29
藾,19,3.58
藺,19,2.776666666666667
蘆,19,3.8
蘢,19,4.39
蘚,20,4.9
蘰,20,2.79
蘿,22,4.5
虍,6,4.26
乕,7,3.1675
虔,10,2.04
號,13,3.81
虧,17,2.54
虱,8,4.605
蚓,10,4.89
蚣,10,4.85
蚩,10,2.9299999999999997
蚪,10,4.86
蚋,10,4.915
蚌,10,4.89
蚶,11,4.67
蚯,11,4.89
蛄,11,4.41
蛆,11,4.576666666666666
蚰,11,4.77
蛉,11,4.865
蠣,20,4.85
蚫,11,3.165
蛔,12,3.82
蛞,12,2.07
蛩,12,4.77
蛬,12,4.77
蛟,12,4.39
蛛,12,4.97
蛯,12,4.8
蜒,13,3.5
蜆,13,
蜈,13,4.79
蜀,13,4.07
蜃,13,4.89
蛻,13,4.89
蜑,13,4.97
蜉,13,2.535
蜍,13,5.0
蛹,13,
蜊,13,1.46
蜴,14,4.68
蜿,14,
蜷,14,1.46
蜻,14,4.83
蜥,14,1.46
蜩,14,
蜚,14,4.895
蝠,15,5.0
蝟,15,4.93
蝸,15,4.93
蝌,15,4.86
蝎,15,4.84
蝴,15,4.93
蝗,15,4.8
蝨,15,4.605
蝮,15,4.69
蝙,15,5.0
蝣,15,
蝪,15,4.68
蠅,19,4.64
螢,16,4.9
螟,16,
螂,16,4.85
螯,17,
蟋,17,4.84
螽,17,4.91
蟀,17,4.84
蟐,17,4.925
雖,17,1.4300000000000002
螫,17,4.88
蟄,17,3.26
螳,17,4.85
蟇,16,5.0
蟆,16,5.0
螻,17,4.41
蟯,18,3.82
蟲,18,4.15
蟠,18,3.83
蠏,19,4.9
蠍,19,4.84
蟾,19,5.0
蟶,19,4.9
蟷,19,4.85
蠎,17,4.9399999999999995
蟒,15,4.9399999999999995
蠑,20,4.465
蠖,19,4.26
蠕,20,4.47
蠢,21,3.63
蠡,21,4.52
蠱,23,4.48
蠶,26,
蠹,24,4.69
蠧,22,
蠻,25,3.52
衄,10,4.43
衂,9,4.43
衒,11,3.3133333333333335
衙,13,2.88
衞,16,2.45
衢,24,4.67
衫,8,3.83
袁,10,3.18
衾,10,4.805
袞,11,2.52
衵,9,3.6950000000000003
衽,9,4.205
袵,11,4.205
衲,9,3.583333333333333
袂,9,4.66
袗,10,4.23
袒,10,3.75
袮,10,3.295
袙,10,
袢,10,3.625
袍,10,4.97
袤,11,4.07
袰,11,4.4125000000000005
袿,11,2.04
袱,11,4.9
裃,11,3.6100000000000003
裄,11,4.84
裔,13,3.91
裘,13,4.82
裙,12,4.695
裝,13,3.3375
裹,14,3.8400000000000003
褂,13,2.04
裼,13,1.55
裴,14,3.18
裨,13,2.56
裲,13,2.04
褄,13,4.82
褌,14,4.88
褊,14,3.13
褓,14,4.82
襃,17,2.61
褞,15,5.0
褥,15,4.763333333333334
褪,15,2.48
褫,15,3.48
襁,16,4.82
襄,17,3.92
褻,17,3.53
褶,16,
褸,16,
襌,17,4.155
褝,14,4.155
襠,18,3.41
襞,19,4.265
襤,20,
襭,20,3.86
襪,19,
襯,21,4.96
襴,22,1.46
襷,22,4.63
襾,6,3.716666666666667
覃,12,3.2266666666666666
覈,19,2.27
覊,25,3.78
覓,11,2.68
覘,12,3.495
覡,14,3.0
覩,16,3.21
覦,16,2.36
覬,17,2.36
覯,17,2.1
覲,18,2.6950000000000003
覺,20,3.3
覽,22,2.663333333333333
覿,22,3.105
觀,24,2.572
觚,13,5.0
觜,13,4.82
觝,12,3.0875
觧,13,2.893333333333333
觴,18,5.0
觸,20,3.1414285714285715
訃,9,4.18
訖,10,2.8275
訐,10,2.51
訌,10,2.38
訛,11,2.965
訝,12,1.79
訥,11,3.97
訶,12,3.07
詁,12,2.14
詛,12,2.39
詒,12,2.3175
詆,12,1.83
詈,12,2.07
詼,13,2.15
詭,13,2.395
詬,13,2.07
詢,13,3.04
誅,13,3.73
誂,13,2.79
誄,13,2.19
誨,14,2.48
誡,14,2.41
誑,14,2.465
誥,14,3.175
誦,14,3.965
誚,14,2.25
誣,14,2.33
諄,15,1.97
諍,15,3.32
諂,15,2.14
諚,15,2.48
諫,16,2.24
諳,16,3.615
諧,16,2.46
諤,16,3.83
諱,17,2.58
謔,16,3.48
諠,16,2.8
諢,16,2.35
諷,16,2.145
諞,16,2.25
諛,16,2.14
謌,17,3.395
謇,17,3.835
謚,17,3.96
諡,16,2.58
謖,17,3.17
謐,17,2.76
謗,17,2.1574999999999998
謠,17,4.003333333333333
謳,18,2.105
鞫,18,2.27
謦,18,
謫,18,3.03
謾,18,2.12
謨,17,2.59
譁,17,3.56
譌,19,2.965
譏,19,2.1574999999999998
譎,19,1.68
證,19,3.1014285714285714
譖,21,2.33
譛,19,2.3449999999999998
譚,19,4.07
譫,20,2.12
譬,20,3.31
譯,20,2.743333333333333
譴,21,1.71
譽,20,2.07
讀,22,3.296666666666667
讌,23,4.0
讎,23,2.185
讒,24,2.25
讓,24,2.6825
讖,24,2.69
讙,24,3.56
讚,26,3.5649999999999995
谺,12,5.0
豁,17,3.43
谿,17,4.72
豈,10,1.46
豌,15,4.9
豎,16,4.13
豐,18,2.3233333333333333
豕,7,4.886666666666667
豢,13,3.0
豬,16,4.83
豸,7,4.48
豺,10,4.39
貂,12,3.78
貉,13,4.37
貅,13,2.26
貊,13,
貍,14,1.46
貎,15,3.2600000000000002
貔,17,2.26
豼,11,2.26
貘,17,
戝,11,4.505
貭,11,3.7466666666666666
貪,11,2.245
貽,12,3.545
貲,13,3.7933333333333334
